label,sentence1,sentence2,sample_index
0,"A man in a white polo shirt and blue jeans is facing to the left and playing a large blue video game which stands upon a wooden platform, upon which his right foot is resting.","Man playing a video game in his living room, while sitting on a couch.",4435
1,This is a young man playing a brown electric guitar and singing into a microphone.,A man is holding a guitar,4437
1,"Six bicyclists race towards the left, the two in the back are crashing into each other.",There is a bicycle accident.,4440
0,Several people are sitting or laying down on a long wooden bench near a fountain.,the people are tired,4443
1,A woman blowing on a dandelion.,A woman is blowing seeds off a dandelion.,4445
1,People walk down a brightly lit market in a busy city district.,There are people outdoors.,4451
1,A man is sitting at a table with a drink.,The man has a drink.,4452
0,A man dressed in a blue shirt and jeans walks up a sandy path.,A man is running up a sandy path.,4465
1,A man is guiding the hockey puck across the ice while an opposing player races towards it.,A man is playing hockey.,4468
1,A young couple stands together outside a statue.,A young couple is standing.,4470
1,Many people dining at a dance hall.,There are people indoors.,4473
1,A young lady with a fashionable purse and gold bracelet has a puzzled look on her face.,The lady is young,4485
0,A woman is reading a magazine over another woman's shoulder.,The woman is sniffing the other.,4488
1,A young boy stands tall to try to look through a viewer.,A young boy tries to look through a viewer.,4491
0,A dog stands shoulder deep in muddy water.,"A dog stands outside, shoulder deep in muddy flood water.",4492
1,A man dressed up in costume as a soldier getting prepared for battle.,The man wears clothes.,4493
0,A man and a woman in a vehicle surrounded by people.,The people are surrounding the two in the car are rioting.,4494
1,Two women in pastel colored headscarves walk in front of a worn stone building.,Women are walking in front of a building.,4495
1,A muscular man in a Speedo and a curvy blond in a bikini walk together at the beach.,A muscular man is outside.,4496
0,A group of children dance and play instruments under colored lights.,A group of children are dancing under the colored lights on the sun.,4497
1,A man in a striped shirt writes with chalk on a blackboard.,There is a man writing on a blackboard.,4499
1,A woman is holding a bird while sitting in a flowering tree.,There are flowers on the tree,4524
0,"A woman, decoratively dressed, bears a big load down a cobblestone path.",A man racing a car.,4530
1,A pretty red-haired woman with a chest tattoo passes by the window of a shop wearing and the reflection shows her pretty coordinated dress and jacket.,The woman is outside.,4543
0,A shirtless man is standing next to two children balancing on a swing.,A family is playing in the park.,4544
1,A man looks at a book on a sunny day.,A man stares at a book.,4547
1,A man in a black shirt playing a guitar while another man watches.,a man plays a guitar,4548
1,A young girl smiles next to an outdoor fireplace.,A young girl stands outside.,4551
0,"A woman in a very light sundress strikes an open-armed, high-legged dance pose in a wide open space surrounded by mountains.",A women is getting her pictures taken near the mountains.,4555
0,"Closeup of the side of an old woman's face with oversized sun blocking glasses, gray hair and a gold earring.",The old woman is a gypsy.,4566
1,Skateboarder on a rail.,Skateboarder.,4569
0,"A man in a black shirt is riding a mule trough the desert, with the sun shining in the background.",A man is riding his mule on his way home.,4576
1,Three women of different ages in white dresses sitting in a dusty clearing in front of trees.,Three ladies of different ages are sitting in front of the forest.,4585
0,Woman sitting in tree with dove.,Some birds are in a tree.,4599
1,A brown dog in a field.,There is a dog in the field.,4611
0,Two young children waving to someone.,The kids have their hands in their pockets.,4612
1,A woman in a wheelchair follows a young boy at a park.,A woman follows a boy.,4616
0,A guy is looking at a girl that has a finger in her mouth.,A guy is curious about the girl.,4621
1,Two brown dogs stand in the surf and play with a small blue ball.,two brown dogs at the beach play with a blue ball,4632
1,It appears to be a makeshift boat floating down a river while a woman is singing.,A person is above the water.,4636
0,"Several people stand around eating, drinking, and talking, while a woman prepares finger food.",Tables of catered food are laid out at the party under a blue canopy.,4637
1,Old man in black coat and hat sitting against brick building.,The old man is wearing a coat,4642
1,A girl in a black leotard dances while a girl in a red leotard and torn stockings watching in the middle of a street.,A girl watches another girl dancing.,4644
0,A little girl with a yellow shirt and black shorts standing on a bed.,She napped in the crib.,4648
1,A black dog runs paralell to a wire fence in a grassy medow.,A dog is running along the fence.,4658
0,Two men staring into space.,The men are in an underground bunker.,4662
1,The doctors urgently try to repair the leaking heart valve.,Doctors are working on a patient.,4670
1,A man standing on a roof with paint filled pots., A man standing on a roof.,4673
1,A small child touches a wooden fence.,A child is outdoors.,4675
0,A man in pets a dog on the chest at a park.,A man is petting the cat.,4703
0,Young man with glasses and two small pigtails on front of his hair with bloody face appears to be in Emergency room waiting area.,A girl is playing outside the hospital.,4719
0,A construction worker pulls a whaler.,the man is pushing a stack of boxes onto a skid,4725
1,Three young boys pay attention to something.,The three boys are young.,4729
0,The women wearing a white tank top and a brown hair tie appears to be painting very rapidly in the color green.,"The woman needs to paint fast, before it starts to rain.",4732
1,A dog leaps high in the air while another watches.,A dog is in the air.,4735
1,Boy poses in Halloween costume with funny hat.,Boy hams it up for the camera in his costume.,4736
1,A little dark-haired girl in a blue dress is playing with a pink Hula Hoop.,The little dark-haired girl is engaged in a physical activity.,4737
1,Asian girl wearing headphones.,Girl wearing headphones,4748
0,A child plays with a water gun in a pool.,A child is laying in the sun.,4752
0,Two girls wearing white dance at night outside.,Two girls in white dresses are dancing outside at night.,4757
1,A person riding a dirt bike dangerously close to a cliff in a forest.,A person riding a dirt bike.,4760
1,Three men with wine and fruit in front of them.,There are three men.,4777
0,a content skier in a yellow jacket posing for a picture on the slopes.,A skier poses after a competition.,4780
